  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     6.271 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   5.600   0.6270   0.00654   0.00209   0.0003   0.0490   0.8774
   5.800   0.6492   0.00661   0.00218   0.0003   0.0471   0.8899
   5.900   0.6601   0.00666   0.00224   0.0004   0.0454   0.8968
   6.000   0.6710   0.00674   0.00230   0.0005   0.0425   0.9013
   6.100   0.6819   0.00679   0.00235   0.0005   0.0403   0.9072
   6.200   0.6928   0.00682   0.00240   0.0006   0.0397   0.9136
   6.300   0.7038   0.00686   0.00245   0.0007   0.0389   0.9187
   6.400   0.7148   0.00692   0.00251   0.0007   0.0377   0.9223
   6.500   0.7255   0.00698   0.00257   0.0008   0.0363   0.9281
   6.600   0.7361   0.00704   0.00263   0.0010   0.0345   0.9337
   6.700   0.7469   0.00710   0.00269   0.0011   0.0330   0.9381
   6.800   0.7580   0.00715   0.00274   0.0011   0.0327   0.9414
   6.900   0.7688   0.00720   0.00279   0.0012   0.0322   0.9455
   7.000   0.7793   0.00725   0.00285   0.0013   0.0314   0.9505
   7.100   0.7899   0.00731   0.00292   0.0015   0.0305   0.9547
   7.200   0.8006   0.00739   0.00298   0.0016   0.0293   0.9581
   7.300   0.8114   0.00747   0.00305   0.0017   0.0277   0.9606
   7.400   0.8220   0.00753   0.00311   0.0018   0.0269   0.9638
   7.500   0.8324   0.00758   0.00317   0.0020   0.0266   0.9677
   7.600   0.8430   0.00763   0.00323   0.0021   0.0262   0.9711
   7.700   0.8535   0.00770   0.00329   0.0023   0.0256   0.9740
   7.800   0.8641   0.00777   0.00336   0.0024   0.0250   0.9764
   7.900   0.8747   0.00785   0.00343   0.0025   0.0242   0.9781
   8.000   0.8856   0.00793   0.00350   0.0025   0.0233   0.9807
   8.100   0.8967   0.00801   0.00358   0.0026   0.0223   0.9831
   8.200   0.9078   0.00808   0.00364   0.0025   0.0218   0.9852
   8.300   0.9190   0.00814   0.00370   0.0025   0.0216   0.9872
   8.400   0.9300   0.00821   0.00377   0.0026   0.0214   0.9890
   8.500   0.9406   0.00828   0.00383   0.0027   0.0212   0.9908
   8.600   0.9510   0.00835   0.00390   0.0028   0.0208   0.9922
   8.700   0.9634   0.00843   0.00398   0.0025   0.0204   0.9929
   8.800   0.9758   0.00853   0.00407   0.0022   0.0198   0.9935
   8.900   0.9881   0.00863   0.00416   0.0019   0.0192   0.9941
   9.000   1.0004   0.00873   0.00425   0.0016   0.0184   0.9946
   9.100   1.0127   0.00882   0.00434   0.0013   0.0177   0.9952
   9.200   1.0250   0.00891   0.00442   0.0010   0.0174   0.9956
   9.300   1.0374   0.00898   0.00449   0.0007   0.0173   0.9960
   9.400   1.0497   0.00906   0.00457   0.0004   0.0172   0.9964
   9.500   1.0620   0.00915   0.00465   0.0001   0.0170   0.9968
   9.600   1.0742   0.00923   0.00473  -0.0002   0.0167   0.9972
   9.700   1.0862   0.00933   0.00482  -0.0004   0.0164   0.9976
   9.800   1.0983   0.00942   0.00491  -0.0007   0.0161   0.9980
   9.900   1.1102   0.00953   0.00501  -0.0009   0.0157   0.9983
  10.000   1.1221   0.00964   0.00512  -0.0011   0.0153   0.9987
  10.100   1.1340   0.00976   0.00522  -0.0014   0.0148   0.9990
  10.200   1.1458   0.00987   0.00533  -0.0016   0.0143   0.9993
  10.300   1.1577   0.00998   0.00544  -0.0018   0.0138   0.9995
  10.400   1.1696   0.01008   0.00554  -0.0020   0.0137   0.9997
  10.500   1.1816   0.01017   0.00563  -0.0023   0.0137   0.9999
  10.600   1.1926   0.01025   0.00571  -0.0023   0.0136   1.0000
  10.700   1.2014   0.01033   0.00580  -0.0019   0.0135   1.0000
  10.800   1.2103   0.01042   0.00588  -0.0014   0.0135   1.0000
  10.900   1.2193   0.01050   0.00597  -0.0010   0.0134   1.0000
  11.000   1.2284   0.01059   0.00606  -0.0006   0.0132   1.0000
  11.100   1.2376   0.01068   0.00615  -0.0003   0.0131   1.0000
  11.200   1.2468   0.01078   0.00624   0.0001   0.0130   1.0000
  11.300   1.2560   0.01088   0.00635   0.0004   0.0128   1.0000
  11.400   1.2653   0.01099   0.00645   0.0007   0.0126   1.0000
  11.500   1.2747   0.01110   0.00656   0.0010   0.0124   1.0000
  11.600   1.2841   0.01122   0.00667   0.0013   0.0122   1.0000
  11.700   1.2936   0.01134   0.00679   0.0016   0.0120   1.0000
  11.800   1.3031   0.01146   0.00692   0.0018   0.0117   1.0000
  11.900   1.3126   0.01159   0.00705   0.0021   0.0114   1.0000
  12.000   1.3221   0.01172   0.00718   0.0023   0.0111   1.0000
  12.100   1.3316   0.01186   0.00732   0.0026   0.0108   1.0000
  12.200   1.3410   0.01200   0.00746   0.0028   0.0106   1.0000
  12.300   1.3508   0.01211   0.00758   0.0030   0.0105   1.0000
  12.400   1.3606   0.01222   0.00768   0.0032   0.0105   1.0000
  12.500   1.3704   0.01232   0.00779   0.0034   0.0105   1.0000
  12.600   1.3802   0.01243   0.00790   0.0036   0.0105   1.0000
  12.700   1.3900   0.01254   0.00801   0.0037   0.0104   1.0000
  12.800   1.3997   0.01265   0.00813   0.0039   0.0104   1.0000
  12.900   1.4094   0.01277   0.00824   0.0041   0.0103   1.0000
  13.000   1.4191   0.01288   0.00837   0.0043   0.0103   1.0000
  13.100   1.4287   0.01300   0.00849   0.0045   0.0102   1.0000
  13.200   1.4382   0.01313   0.00862   0.0047   0.0101   1.0000
  13.300   1.4477   0.01326   0.00875   0.0049   0.0100   1.0000
  13.400   1.4571   0.01339   0.00889   0.0052   0.0100   1.0000
  13.500   1.4664   0.01353   0.00903   0.0054   0.0099   1.0000
  13.600   1.4757   0.01367   0.00917   0.0056   0.0098   1.0000
  13.700   1.4849   0.01381   0.00932   0.0059   0.0097   1.0000
  13.800   1.4940   0.01396   0.00947   0.0061   0.0095   1.0000
  13.900   1.5031   0.01411   0.00962   0.0064   0.0094   1.0000
  14.000   1.5120   0.01427   0.00978   0.0067   0.0093   1.0000
  14.100   1.5209   0.01444   0.00995   0.0070   0.0092   1.0000
  14.200   1.5296   0.01461   0.01012   0.0073   0.0091   1.0000
  14.300   1.5383   0.01478   0.01030   0.0076   0.0089   1.0000
  14.400   1.5469   0.01496   0.01048   0.0079   0.0087   1.0000
  14.500   1.5554   0.01514   0.01067   0.0082   0.0086   1.0000
  14.600   1.5638   0.01532   0.01086   0.0086   0.0084   1.0000
  14.700   1.5720   0.01552   0.01106   0.0089   0.0082   1.0000
  14.800   1.5802   0.01571   0.01127   0.0093   0.0081   1.0000
  14.900   1.5882   0.01592   0.01148   0.0097   0.0080   1.0000
  15.000   1.5961   0.01612   0.01170   0.0101   0.0078   1.0000
  15.100   1.6045   0.01628   0.01187   0.0104   0.0078   1.0000
  15.200   1.6128   0.01644   0.01203   0.0108   0.0078   1.0000
  15.300   1.6211   0.01661   0.01220   0.0111   0.0078   1.0000
  15.400   1.6292   0.01678   0.01238   0.0115   0.0078   1.0000
  15.500   1.6372   0.01695   0.01256   0.0119   0.0078   1.0000
  15.600   1.6451   0.01712   0.01274   0.0123   0.0078   1.0000
  15.700   1.6529   0.01730   0.01292   0.0127   0.0078   1.0000
  15.800   1.6606   0.01748   0.01312   0.0131   0.0077   1.0000
  15.900   1.6681   0.01766   0.01331   0.0135   0.0077   1.0000
  16.000   1.6753   0.01785   0.01351   0.0140   0.0077   1.0000
  16.100   1.6821   0.01804   0.01370   0.0146   0.0077   1.0000
  16.200   1.6882   0.01823   0.01391   0.0153   0.0077   1.0000
  16.300   1.6939   0.01843   0.01411   0.0160   0.0076   1.0000
  16.400   1.6993   0.01863   0.01433   0.0168   0.0076   1.0000
  16.500   1.7048   0.01885   0.01456   0.0176   0.0076   1.0000
  16.600   1.7101   0.01907   0.01479   0.0183   0.0076   1.0000
  16.700   1.7153   0.01930   0.01503   0.0191   0.0075   1.0000
  16.800   1.7206   0.01954   0.01529   0.0198   0.0075   1.0000
  16.900   1.7256   0.01980   0.01555   0.0205   0.0075   1.0000
  17.000   1.7306   0.02006   0.01583   0.0212   0.0075   1.0000
  17.100   1.7355   0.02034   0.01612   0.0219   0.0074   1.0000
  17.200   1.7401   0.02063   0.01643   0.0226   0.0074   1.0000
  17.300   1.7448   0.02093   0.01674   0.0232   0.0073   1.0000
  17.400   1.7494   0.02125   0.01707   0.0239   0.0073   1.0000
  17.500   1.7536   0.02158   0.01742   0.0245   0.0073   1.0000
  17.600   1.7578   0.02192   0.01777   0.0251   0.0072   1.0000
  17.700   1.7618   0.02229   0.01816   0.0258   0.0072   1.0000
  17.800   1.7658   0.02267   0.01856   0.0264   0.0072   1.0000
  17.900   1.7696   0.02308   0.01898   0.0269   0.0071   1.0000
  18.000   1.7731   0.02351   0.01942   0.0275   0.0071   1.0000
  18.100   1.7765   0.02395   0.01988   0.0280   0.0070   1.0000
  18.200   1.7800   0.02440   0.02035   0.0285   0.0070   1.0000
  18.300   1.7827   0.02492   0.02088   0.0291   0.0069   1.0000
  18.400   1.7859   0.02542   0.02140   0.0295   0.0069   1.0000
  18.500   1.7883   0.02599   0.02199   0.0300   0.0068   1.0000
  18.600   1.7912   0.02655   0.02257   0.0303   0.0068   1.0000
  18.700   1.7931   0.02718   0.02321   0.0307   0.0068   1.0000
  18.800   1.7955   0.02779   0.02385   0.0311   0.0067   1.0000
  18.900   1.7971   0.02849   0.02456   0.0314   0.0067   1.0000
  19.000   1.7986   0.02921   0.02531   0.0317   0.0066   1.0000
  19.100   1.8002   0.02996   0.02607   0.0319   0.0066   1.0000
  19.200   1.8016   0.03074   0.02687   0.0321   0.0065   1.0000
  19.300   1.8022   0.03161   0.02777   0.0322   0.0065   1.0000
  19.400   1.8030   0.03249   0.02867   0.0323   0.0064   1.0000
  19.500   1.8033   0.03342   0.02962   0.0324   0.0064   1.0000
  19.600   1.8032   0.03441   0.03064   0.0324   0.0063   1.0000
  19.700   1.8026   0.03547   0.03173   0.0323   0.0063   1.0000
  19.800   1.8021   0.03656   0.03285   0.0322   0.0062   1.0000
  19.900   1.8013   0.03772   0.03403   0.0321   0.0062   1.0000
  20.000   1.7999   0.03895   0.03530   0.0319   0.0061   1.0000
