  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =    12.543 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   0.900   0.3473   0.00509   0.00070  -0.0535   0.3483   0.2805
   1.000   0.3586   0.00510   0.00070  -0.0535   0.3396   0.2903
   1.100   0.3701   0.00511   0.00071  -0.0536   0.3367   0.2942
   1.200   0.3813   0.00513   0.00073  -0.0536   0.3281   0.3060
   1.300   0.3926   0.00515   0.00074  -0.0536   0.3198   0.3138
   1.400   0.4042   0.00515   0.00075  -0.0537   0.3174   0.3225
   1.500   0.4153   0.00518   0.00077  -0.0537   0.3088   0.3321
   1.600   0.4266   0.00520   0.00079  -0.0537   0.3005   0.3418
   1.700   0.4380   0.00519   0.00080  -0.0537   0.2962   0.3528
   1.800   0.4491   0.00524   0.00083  -0.0537   0.2872   0.3617
   1.900   0.4605   0.00525   0.00084  -0.0538   0.2803   0.3717
   2.000   0.4718   0.00527   0.00086  -0.0538   0.2747   0.3799
   2.200   0.4943   0.00531   0.00090  -0.0538   0.2602   0.4026
   2.300   0.5053   0.00533   0.00093  -0.0538   0.2527   0.4185
   2.500   0.5277   0.00537   0.00098  -0.0538   0.2378   0.4469
   2.600   0.5386   0.00541   0.00102  -0.0538   0.2273   0.4625
   2.700   0.5499   0.00540   0.00103  -0.0538   0.2230   0.4765
   2.800   0.5610   0.00543   0.00106  -0.0538   0.2163   0.4922
   2.900   0.5721   0.00548   0.00110  -0.0538   0.2061   0.5018
   3.100   0.5943   0.00555   0.00116  -0.0538   0.1933   0.5269
   3.200   0.6054   0.00556   0.00118  -0.0538   0.1859   0.5414
   3.300   0.6166   0.00559   0.00122  -0.0538   0.1809   0.5546
   3.400   0.6275   0.00564   0.00126  -0.0538   0.1722   0.5633
   3.500   0.6387   0.00566   0.00129  -0.0538   0.1665   0.5763
   3.600   0.6496   0.00573   0.00134  -0.0538   0.1586   0.5866
   3.700   0.6607   0.00575   0.00137  -0.0538   0.1507   0.6011
   3.900   0.6828   0.00584   0.00145  -0.0537   0.1399   0.6228
   4.000   0.6939   0.00587   0.00148  -0.0537   0.1327   0.6341
   4.100   0.7048   0.00592   0.00153  -0.0537   0.1268   0.6468
   4.200   0.7157   0.00597   0.00158  -0.0537   0.1195   0.6592
   4.300   0.7270   0.00600   0.00161  -0.0537   0.1158   0.6685
   4.500   0.7488   0.00610   0.00171  -0.0536   0.1046   0.6938
   4.600   0.7598   0.00612   0.00174  -0.0536   0.0992   0.7084
   4.700   0.7708   0.00617   0.00179  -0.0536   0.0956   0.7202
   4.800   0.7816   0.00623   0.00184  -0.0535   0.0900   0.7306
   4.900   0.7927   0.00625   0.00188  -0.0535   0.0851   0.7453
   5.000   0.8038   0.00628   0.00193  -0.0535   0.0835   0.7557
   5.100   0.8145   0.00634   0.00198  -0.0534   0.0789   0.7698
   5.200   0.8254   0.00639   0.00204  -0.0534   0.0727   0.7832
   5.300   0.8365   0.00641   0.00208  -0.0534   0.0706   0.7951
   5.400   0.8473   0.00645   0.00213  -0.0533   0.0677   0.8112
   5.500   0.8580   0.00651   0.00219  -0.0533   0.0639   0.8240
   5.600   0.8689   0.00654   0.00224  -0.0532   0.0598   0.8360
   5.700   0.8799   0.00656   0.00228  -0.0532   0.0588   0.8499
   5.800   0.8908   0.00660   0.00233  -0.0531   0.0571   0.8617
   5.900   0.9013   0.00665   0.00240  -0.0530   0.0539   0.8759
   6.000   0.9119   0.00670   0.00246  -0.0529   0.0492   0.8895
   6.100   0.9228   0.00673   0.00250  -0.0528   0.0483   0.9014
   6.200   0.9333   0.00676   0.00256  -0.0527   0.0470   0.9163
   6.300   0.9436   0.00681   0.00262  -0.0525   0.0448   0.9285
   6.400   0.9539   0.00686   0.00268  -0.0523   0.0424   0.9403
   6.500   0.9639   0.00689   0.00273  -0.0521   0.0402   0.9528
   6.600   0.9744   0.00693   0.00278  -0.0519   0.0397   0.9615
   6.700   0.9839   0.00697   0.00283  -0.0515   0.0389   0.9729
   6.800   0.9941   0.00703   0.00289  -0.0513   0.0375   0.9798
   6.900   1.0044   0.00710   0.00295  -0.0512   0.0357   0.9873
   7.000   1.0152   0.00717   0.00301  -0.0511   0.0334   0.9915
   7.100   1.0280   0.00723   0.00306  -0.0515   0.0325   0.9938
   7.200   1.0410   0.00730   0.00312  -0.0520   0.0318   0.9958
   7.300   1.0536   0.00739   0.00319  -0.0523   0.0304   0.9975
   7.400   1.0658   0.00747   0.00326  -0.0526   0.0290   0.9988
   7.500   1.0779   0.00755   0.00332  -0.0528   0.0275   0.9997
   7.600   1.0892   0.00761   0.00338  -0.0529   0.0266   1.0000
   7.700   1.0998   0.00767   0.00343  -0.0528   0.0263   1.0000
   7.800   1.1104   0.00773   0.00349  -0.0527   0.0259   1.0000
   7.900   1.1209   0.00781   0.00355  -0.0526   0.0253   1.0000
   8.000   1.1314   0.00789   0.00362  -0.0525   0.0244   1.0000
   8.100   1.1418   0.00797   0.00369  -0.0524   0.0234   1.0000
   8.200   1.1523   0.00805   0.00375  -0.0523   0.0224   1.0000
   8.300   1.1630   0.00812   0.00382  -0.0522   0.0215   1.0000
   8.400   1.1736   0.00818   0.00387  -0.0521   0.0213   1.0000
   8.500   1.1843   0.00825   0.00393  -0.0521   0.0211   1.0000
   8.600   1.1948   0.00832   0.00400  -0.0520   0.0206   1.0000
   8.700   1.2053   0.00841   0.00408  -0.0519   0.0200   1.0000
   8.800   1.2156   0.00850   0.00416  -0.0518   0.0192   1.0000
   8.900   1.2260   0.00859   0.00423  -0.0517   0.0185   1.0000
   9.000   1.2365   0.00867   0.00431  -0.0516   0.0177   1.0000
   9.100   1.2470   0.00874   0.00437  -0.0515   0.0171   1.0000
   9.200   1.2576   0.00881   0.00444  -0.0514   0.0170   1.0000
   9.300   1.2682   0.00888   0.00451  -0.0513   0.0169   1.0000
   9.400   1.2787   0.00895   0.00458  -0.0512   0.0167   1.0000
   9.500   1.2891   0.00903   0.00465  -0.0512   0.0165   1.0000
   9.600   1.2995   0.00912   0.00473  -0.0510   0.0162   1.0000
   9.700   1.3098   0.00921   0.00481  -0.0509   0.0157   1.0000
   9.800   1.3200   0.00930   0.00490  -0.0508   0.0153   1.0000
   9.900   1.3302   0.00940   0.00498  -0.0507   0.0148   1.0000
  10.000   1.3404   0.00949   0.00507  -0.0505   0.0143   1.0000
  10.100   1.3507   0.00958   0.00515  -0.0504   0.0138   1.0000
  10.200   1.3609   0.00967   0.00523  -0.0503   0.0134   1.0000
  10.300   1.3713   0.00974   0.00531  -0.0502   0.0134   1.0000
  10.400   1.3816   0.00982   0.00539  -0.0501   0.0133   1.0000
  10.500   1.3919   0.00991   0.00546  -0.0500   0.0132   1.0000
  10.600   1.4021   0.00999   0.00554  -0.0499   0.0131   1.0000
  10.700   1.4122   0.01008   0.00563  -0.0497   0.0129   1.0000
  10.800   1.4223   0.01017   0.00572  -0.0496   0.0127   1.0000
  10.900   1.4322   0.01027   0.00582  -0.0494   0.0124   1.0000
  11.000   1.4420   0.01039   0.00592  -0.0493   0.0121   1.0000
  11.100   1.4518   0.01050   0.00603  -0.0491   0.0117   1.0000
  11.200   1.4616   0.01061   0.00613  -0.0489   0.0114   1.0000
  11.300   1.4714   0.01072   0.00623  -0.0487   0.0110   1.0000
  11.400   1.4813   0.01082   0.00633  -0.0485   0.0106   1.0000
  11.500   1.4911   0.01092   0.00643  -0.0483   0.0103   1.0000
  11.600   1.5010   0.01102   0.00652  -0.0482   0.0103   1.0000
  11.700   1.5109   0.01111   0.00662  -0.0480   0.0102   1.0000
  11.800   1.5207   0.01120   0.00671  -0.0479   0.0102   1.0000
  11.900   1.5305   0.01130   0.00681  -0.0477   0.0102   1.0000
  12.000   1.5403   0.01140   0.00690  -0.0475   0.0101   1.0000
  12.100   1.5499   0.01150   0.00700  -0.0473   0.0101   1.0000
  12.200   1.5596   0.01160   0.00710  -0.0471   0.0100   1.0000
  12.300   1.5691   0.01171   0.00721  -0.0469   0.0099   1.0000
  12.400   1.5786   0.01182   0.00732  -0.0467   0.0098   1.0000
  12.500   1.5880   0.01194   0.00743  -0.0464   0.0096   1.0000
  12.600   1.5972   0.01206   0.00755  -0.0462   0.0095   1.0000
  12.700   1.6064   0.01219   0.00767  -0.0459   0.0093   1.0000
  12.800   1.6154   0.01232   0.00780  -0.0456   0.0091   1.0000
  12.900   1.6244   0.01245   0.00793  -0.0453   0.0089   1.0000
  13.000   1.6333   0.01259   0.00806  -0.0450   0.0087   1.0000
  13.100   1.6422   0.01272   0.00820  -0.0447   0.0084   1.0000
  13.200   1.6511   0.01285   0.00833  -0.0444   0.0082   1.0000
  13.300   1.6599   0.01299   0.00846  -0.0441   0.0080   1.0000
  13.400   1.6687   0.01312   0.00859  -0.0438   0.0078   1.0000
  13.500   1.6774   0.01325   0.00873  -0.0434   0.0077   1.0000
  13.600   1.6862   0.01338   0.00885  -0.0431   0.0076   1.0000
  13.700   1.6950   0.01350   0.00898  -0.0428   0.0076   1.0000
  13.800   1.7037   0.01362   0.00910  -0.0425   0.0076   1.0000
  13.900   1.7123   0.01374   0.00923  -0.0421   0.0076   1.0000
  14.000   1.7209   0.01387   0.00935  -0.0418   0.0076   1.0000
  14.100   1.7294   0.01400   0.00948  -0.0414   0.0076   1.0000
  14.200   1.7377   0.01413   0.00962  -0.0411   0.0075   1.0000
  14.300   1.7460   0.01426   0.00975  -0.0407   0.0075   1.0000
  14.400   1.7541   0.01440   0.00989  -0.0402   0.0075   1.0000
  14.500   1.7619   0.01454   0.01003  -0.0398   0.0075   1.0000
  14.600   1.7695   0.01468   0.01018  -0.0393   0.0074   1.0000
  14.700   1.7766   0.01482   0.01032  -0.0387   0.0074   1.0000
  14.800   1.7831   0.01497   0.01048  -0.0379   0.0073   1.0000
  14.900   1.7892   0.01513   0.01063  -0.0371   0.0072   1.0000
  15.000   1.7950   0.01529   0.01081  -0.0363   0.0071   1.0000
  15.100   1.8010   0.01546   0.01098  -0.0355   0.0071   1.0000
  15.200   1.8069   0.01564   0.01116  -0.0348   0.0070   1.0000
  15.300   1.8127   0.01583   0.01135  -0.0340   0.0069   1.0000
  15.400   1.8182   0.01603   0.01155  -0.0332   0.0068   1.0000
  15.500   1.8236   0.01624   0.01177  -0.0324   0.0067   1.0000
  15.600   1.8292   0.01645   0.01199  -0.0316   0.0066   1.0000
  15.700   1.8347   0.01668   0.01221  -0.0309   0.0064   1.0000
  15.800   1.8399   0.01690   0.01244  -0.0300   0.0063   1.0000
  15.900   1.8452   0.01713   0.01268  -0.0293   0.0062   1.0000
  16.000   1.8507   0.01736   0.01291  -0.0286   0.0061   1.0000
  16.100   1.8561   0.01760   0.01316  -0.0279   0.0060   1.0000
  16.200   1.8609   0.01787   0.01344  -0.0271   0.0059   1.0000
  16.300   1.8661   0.01812   0.01369  -0.0264   0.0058   1.0000
  16.400   1.8713   0.01838   0.01396  -0.0257   0.0057   1.0000
  16.500   1.8764   0.01864   0.01423  -0.0250   0.0056   1.0000
  16.600   1.8808   0.01894   0.01454  -0.0242   0.0055   1.0000
  16.700   1.8857   0.01924   0.01485  -0.0235   0.0055   1.0000
  16.800   1.8909   0.01952   0.01514  -0.0229   0.0054   1.0000
  16.900   1.8960   0.01981   0.01544  -0.0223   0.0054   1.0000
  17.000   1.9006   0.02011   0.01575  -0.0216   0.0054   1.0000
  17.100   1.9055   0.02041   0.01606  -0.0210   0.0054   1.0000
  17.200   1.9106   0.02071   0.01637  -0.0204   0.0054   1.0000
  17.300   1.9152   0.02104   0.01670  -0.0198   0.0054   1.0000
  17.400   1.9196   0.02139   0.01706  -0.0192   0.0054   1.0000
  17.500   1.9243   0.02173   0.01741  -0.0186   0.0054   1.0000
  17.600   1.9292   0.02207   0.01777  -0.0181   0.0054   1.0000
  17.700   1.9331   0.02247   0.01818  -0.0175   0.0054   1.0000
  17.800   1.9373   0.02286   0.01857  -0.0169   0.0054   1.0000
  17.900   1.9417   0.02324   0.01896  -0.0164   0.0054   1.0000
  18.000   1.9455   0.02365   0.01939  -0.0158   0.0054   1.0000
  18.100   1.9490   0.02410   0.01985  -0.0153   0.0053   1.0000
  18.200   1.9530   0.02453   0.02028  -0.0148   0.0053   1.0000
  18.300   1.9570   0.02496   0.02073  -0.0143   0.0053   1.0000
  18.400   1.9601   0.02548   0.02126  -0.0137   0.0053   1.0000
  18.500   1.9637   0.02595   0.02175  -0.0133   0.0053   1.0000
  18.600   1.9674   0.02644   0.02225  -0.0128   0.0053   1.0000
  18.700   1.9701   0.02700   0.02283  -0.0124   0.0053   1.0000
  18.800   1.9734   0.02754   0.02337  -0.0119   0.0053   1.0000
  18.900   1.9765   0.02807   0.02392  -0.0115   0.0053   1.0000
  19.000   1.9785   0.02870   0.02457  -0.0110   0.0052   1.0000
  19.100   1.9812   0.02929   0.02517  -0.0106   0.0052   1.0000
  19.200   1.9837   0.02990   0.02580  -0.0102   0.0052   1.0000
  19.300   1.9854   0.03061   0.02651  -0.0099   0.0052   1.0000
  19.400   1.9879   0.03125   0.02717  -0.0095   0.0052   1.0000
  19.500   1.9893   0.03199   0.02793  -0.0091   0.0051   1.0000
  19.600   1.9910   0.03273   0.02869  -0.0088   0.0051   1.0000
  19.700   1.9931   0.03343   0.02940  -0.0085   0.0051   1.0000
  19.800   1.9935   0.03431   0.03030  -0.0083   0.0051   1.0000
  19.900   1.9952   0.03508   0.03108  -0.0080   0.0051   1.0000
  20.000   1.9959   0.03594   0.03196  -0.0078   0.0050   1.0000
  20.100   1.9962   0.03686   0.03290  -0.0075   0.0050   1.0000
  20.200   1.9968   0.03774   0.03379  -0.0073   0.0049   1.0000
  20.300   1.9964   0.03876   0.03484  -0.0072   0.0049   1.0000
  20.400   1.9970   0.03969   0.03578  -0.0070   0.0049   1.0000
  20.500   1.9963   0.04077   0.03688  -0.0069   0.0049   1.0000
  20.600   1.9958   0.04185   0.03798  -0.0068   0.0048   1.0000
  20.700   1.9961   0.04284   0.03899  -0.0067   0.0048   1.0000
  20.800   1.9937   0.04418   0.04035  -0.0068   0.0048   1.0000
  20.900   1.9934   0.04526   0.04145  -0.0067   0.0047   1.0000
  21.000   1.9902   0.04672   0.04293  -0.0068   0.0047   1.0000
  21.100   1.9900   0.04781   0.04405  -0.0068   0.0047   1.0000
  21.200   1.9873   0.04923   0.04549  -0.0070   0.0046   1.0000
  21.300   1.9850   0.05057   0.04685  -0.0070   0.0046   1.0000
  21.400   1.9813   0.05209   0.04840  -0.0072   0.0045   1.0000
  21.500   1.9786   0.05353   0.04986  -0.0074   0.0045   1.0000
  21.600   1.9766   0.05489   0.05124  -0.0075   0.0045   1.0000
  21.700   1.9726   0.05655   0.05293  -0.0078   0.0045   1.0000
  21.800   1.9704   0.05794   0.05434  -0.0080   0.0044   1.0000
  21.900   1.9648   0.05984   0.05627  -0.0085   0.0044   1.0000
  22.000   1.9619   0.06133   0.05779  -0.0087   0.0043   1.0000
  22.100   1.9561   0.06330   0.05978  -0.0092   0.0043   1.0000
  22.200   1.9525   0.06492   0.06143  -0.0095   0.0043   1.0000
  22.300   1.9466   0.06688   0.06342  -0.0101   0.0042   1.0000
  22.400   1.9423   0.06858   0.06514  -0.0104   0.0042   1.0000
  22.500   1.9350   0.07071   0.06731  -0.0110   0.0042   1.0000
  22.600   1.9299   0.07258   0.06920  -0.0115   0.0041   1.0000
  22.700   1.9255   0.07433   0.07099  -0.0120   0.0041   1.0000
  22.800   1.9175   0.07667   0.07336  -0.0127   0.0041   1.0000
  22.900   1.9129   0.07848   0.07520  -0.0132   0.0041   1.0000
  23.000   1.9033   0.08107   0.07783  -0.0141   0.0040   1.0000
  23.100   1.8985   0.08293   0.07972  -0.0147   0.0040   1.0000
  23.200   1.8882   0.08563   0.08246  -0.0156   0.0040   1.0000
  23.300   1.8828   0.08761   0.08446  -0.0163   0.0040   1.0000
  23.400   1.8762   0.08971   0.08659  -0.0170   0.0039   1.0000
  23.500   1.8650   0.09253   0.08946  -0.0180   0.0039   1.0000
  23.600   1.8588   0.09461   0.09156  -0.0187   0.0039   1.0000
  23.700   1.8473   0.09757   0.09457  -0.0199   0.0039   1.0000
  23.800   1.8410   0.09971   0.09674  -0.0207   0.0039   1.0000
  23.900   1.8301   0.10261   0.09967  -0.0219   0.0039   1.0000
  24.000   1.8217   0.10512   0.10222  -0.0230   0.0039   1.0000
  24.100   1.8159   0.10721   0.10433  -0.0238   0.0038   1.0000
  24.200   1.8026   0.11056   0.10773  -0.0254   0.0038   1.0000
  24.300   1.7953   0.11291   0.11011  -0.0264   0.0038   1.0000
  24.400   1.7813   0.11633   0.11358  -0.0280   0.0038   1.0000
  24.500   1.7741   0.11866   0.11594  -0.0290   0.0038   1.0000
  24.600   1.7675   0.12091   0.11822  -0.0301   0.0038   1.0000
  24.700   1.7518   0.12472   0.12208  -0.0320   0.0038   1.0000
  24.800   1.7453   0.12701   0.12440  -0.0331   0.0038   1.0000
  24.900   1.7299   0.13087   0.12831  -0.0352   0.0038   1.0000
  25.000   1.7233   0.13323   0.13070  -0.0364   0.0038   1.0000
  25.100   1.7161   0.13568   0.13318  -0.0377   0.0037   1.0000
  25.200   1.6999   0.13978   0.13733  -0.0400   0.0037   1.0000
  25.300   1.6940   0.14206   0.13964  -0.0413   0.0037   1.0000
  25.400   1.6775   0.14627   0.14391  -0.0438   0.0037   1.0000
  25.500   1.6705   0.14874   0.14641  -0.0453   0.0037   1.0000
  25.600   1.6649   0.15096   0.14865  -0.0466   0.0037   1.0000
  25.700   1.6457   0.15572   0.15347  -0.0495   0.0037   1.0000
  25.800   1.6398   0.15808   0.15586  -0.0510   0.0037   1.0000
  25.900   1.6220   0.16273   0.16057  -0.0541   0.0037   1.0000
  26.000   1.6158   0.16522   0.16309  -0.0557   0.0037   1.0000
  26.100   1.6102   0.16762   0.16552  -0.0573   0.0037   1.0000
  26.200   1.5912   0.17269   0.17065  -0.0607   0.0037   1.0000
  26.300   1.5856   0.17515   0.17314  -0.0625   0.0037   1.0000
  26.400   1.5645   0.18080   0.17885  -0.0664   0.0037   1.0000
  26.500   1.5595   0.18320   0.18128  -0.0681   0.0037   1.0000
  26.600   1.5544   0.18564   0.18374  -0.0699   0.0036   1.0000
  26.700   1.5325   0.19169   0.18987  -0.0743   0.0036   1.0000
  26.800   1.5270   0.19427   0.19248  -0.0762   0.0036   1.0000
  26.900   1.5216   0.19687   0.19510  -0.0782   0.0036   1.0000
  27.000   1.5009   0.20279   0.20109  -0.0826   0.0036   1.0000
  27.100   1.4959   0.20531   0.20364  -0.0846   0.0036   1.0000
  27.200   1.4715   0.21231   0.21072  -0.0899   0.0036   1.0000
  27.300   1.4669   0.21489   0.21333  -0.0919   0.0036   1.0000
  27.400   1.4631   0.21726   0.21572  -0.0938   0.0036   1.0000
  27.600   1.4363   0.22691   0.22547  -0.1012   0.0036   1.0000
  27.700   1.4330   0.22929   0.22787  -0.1031   0.0036   1.0000
  27.900   1.4064   0.23944   0.23812  -0.1110   0.0036   1.0000
  28.000   1.4033   0.24189   0.24060  -0.1130   0.0036   1.0000
  28.100   1.3806   0.24992   0.24871  -0.1190   0.0036   1.0000
  28.200   1.3793   0.25195   0.25076  -0.1207   0.0036   1.0000
  28.300   1.3757   0.25466   0.25349  -0.1229   0.0036   1.0000
  28.400   1.3564   0.26221   0.26111  -0.1285   0.0036   1.0000
  28.500   1.3563   0.26395   0.26286  -0.1300   0.0036   1.0000
  28.600   1.3553   0.26597   0.26489  -0.1317   0.0036   1.0000
  28.700   1.3375   0.27352   0.27251  -0.1373   0.0036   1.0000
  28.800   1.3368   0.27554   0.27455  -0.1390   0.0036   1.0000
  28.900   1.3378   0.27697   0.27598  -0.1402   0.0036   1.0000
  29.000   1.3383   0.27857   0.27759  -0.1416   0.0036   1.0000
  29.100   1.3223   0.28605   0.28514  -0.1470   0.0036   1.0000
  29.200   1.3230   0.28760   0.28670  -0.1484   0.0036   1.0000
  29.300   1.3241   0.28902   0.28813  -0.1497   0.0035   1.0000
  29.400   1.3251   0.29048   0.28959  -0.1510   0.0035   1.0000
  29.500   1.3262   0.29187   0.29098  -0.1523   0.0035   1.0000
  29.600   1.3268   0.29344   0.29257  -0.1537   0.0035   1.0000
  29.700   1.3136   0.30049   0.29967  -0.1586   0.0035   1.0000
  29.800   1.3152   0.30172   0.30091  -0.1598   0.0035   1.0000
  29.900   1.3168   0.30298   0.30217  -0.1610   0.0035   1.0000
  30.000   1.3180   0.30435   0.30355  -0.1623   0.0035   1.0000
